fetch_time,vehicle_number,line,brigade,type,lat,lon,vehicle_time
2026-07-22T14:37:24,3230,1,7,2,52.24443,20.9772,2026-07-22T16:37:06
2026-07-22T14:37:24,3231,73,3,2,52.233265,20.998285,2026-07-22T16:37:10
2026-07-22T14:37:24,3232,26,6,2,52.244656,21.084965,2026-07-22T16:37:08
2026-07-22T14:37:24,3233,17,1,2,52.185295,21.002146,2026-07-22T16:37:08
2026-07-22T14:37:24,3234,63,6,2,52.257084,21.055214,2026-07-22T16:37:12
2026-07-22T14:37:24,3235,73,2,2,52.219498,20.98415,2026-07-22T16:37:11
2026-07-22T14:37:24,3236,1,16,2,52.29431,21.02642,2026-07-22T16:37:07
2026-07-22T14:37:24,3237,10,3,2,52.232166,20.999117,2026-07-22T16:37:05
2026-07-22T14:37:24,3238,18,011,2,52.182484,21.002172,2026-07-22T16:37:10
2026-07-22T14:37:24,3240,15,013,2,52.176,20.944557,2026-07-22T16:37:11
2026-07-22T14:37:24,3241,17,5,2,52.253635,20.997383,2026-07-22T16:37:08
2026-07-22T14:37:24,3242,73,4,2,52.260235,21.042746,2026-07-22T16:37:07
2026-07-22T14:37:24,3243,4,6,2,52.278156,21.027761,2026-07-22T16:37:08
2026-07-22T14:37:24,3244,73,8,2,52.190773,20.95866,2026-07-22T16:37:03
2026-07-22T14:37:24,3245,67,5,2,52.17839,21.050627,2026-07-22T10:24:37
2026-07-22T14:37:24,3246,1,6,2,52.23353,20.982048,2026-07-22T16:37:07
2026-07-22T14:37:24,3247,4,7,2,52.24304,21.003,2026-07-22T16:37:09
2026-07-22T14:37:24,3248,67,3,2,52.18167,20.989075,2026-07-22T16:37:10
2026-07-22T14:37:24,3250,67,6,2,52.189663,21.047539,2026-07-22T16:37:05
2026-07-22T14:37:24,3251,79,5,2,52.229485,21.011953,2026-07-22T16:37:11
2026-07-22T14:37:24,3252,4,3,2,52.259865,21.036793,2026-07-22T16:37:10
2026-07-22T14:37:24,3253,24,4,2,52.24722,20.925707,2026-07-22T16:37:09
2026-07-22T14:37:24,3254,2,021,2,52.29212,20.929968,2026-07-22T16:37:11
2026-07-22T14:37:24,3255,17,8,2,52.324276,20.942623,2026-07-22T16:37:02
2026-07-22T14:37:24,3256,1,5,2,52.236595,20.980328,2026-07-22T16:37:09
2026-07-22T14:37:24,3258,4,013,2,52.288525,21.030476,2026-07-22T16:37:11
2026-07-22T14:37:24,3259,26,9,2,52.226757,20.944994,2026-07-22T16:37:09
2026-07-22T14:37:24,3260,1,15,2,52.268127,21.036493,2026-07-22T16:37:12
2026-07-22T14:37:24,3262,2,025,2,52.312843,20.964958,2026-07-22T16:37:11
2026-07-22T14:37:24,3263,17,11,2,52.253296,20.997965,2026-07-22T16:37:07
2026-07-22T14:37:24,3264,26,2,2,52.223644,20.916876,2026-07-22T16:37:08
2026-07-22T14:37:24,3266,10,2,2,52.220158,21.005724,2026-07-22T16:37:09
2026-07-22T14:37:24,3267,10,9,2,52.197052,21.024166,2026-07-22T16:37:02
2026-07-22T14:37:24,3268,1,019,2,52.28121,21.027294,2026-07-22T16:37:09
2026-07-22T14:37:24,3269,18,013,2,52.2616,21.022371,2026-07-22T16:37:12
2026-07-22T14:37:24,3271,79,7,2,52.175846,20.943731,2026-07-22T16:37:10
2026-07-22T14:37:24,3273,17,014,2,52.270554,20.974356,2026-07-22T16:37:08
2026-07-22T14:37:24,3274,63,1,2,52.17916,20.94711,2026-07-22T16:37:09
2026-07-22T14:37:24,3275,73,6,2,52.24459,21.002274,2026-07-22T16:37:10
2026-07-22T14:37:24,3276,20,8,2,52.258747,21.002283,2026-07-22T16:37:10
2026-07-22T14:37:24,3278,3,1,2,52.298462,21.021856,2026-07-22T16:37:09
2026-07-22T14:37:24,3279,63,8,2,52.218388,20.984253,2026-07-22T16:37:07
2026-07-22T14:37:24,3280,17,016,2,52.18189,20.988857,2026-07-22T16:37:10
2026-07-22T14:37:24,3281,15,4,2,52.20036,20.967093,2026-07-22T16:37:10
2026-07-22T14:37:24,3282,63,3,2,52.220657,21.004845,2026-07-22T16:37:10
2026-07-22T14:37:24,3283,79,11,2,52.247574,21.017958,2026-07-22T16:37:09
2026-07-22T14:37:24,3284,79,2,2,52.24,21.11393,2026-07-22T16:37:09
2026-07-22T14:37:24,3285,17,2,2,52.180344,20.993362,2026-07-22T16:37:09
2026-07-22T14:37:24,3286,3,010,2,52.238163,21.118824,2026-07-22T16:37:09
2026-07-22T14:37:24,3287,1,018,2,52.22525,20.98876,2026-07-22T16:37:09
2026-07-22T14:37:24,3288,1,4,2,52.255062,20.984262,2026-07-22T16:37:11
2026-07-22T14:37:24,3289,26,1,2,52.25972,20.923191,2026-07-22T16:37:01
2026-07-22T14:37:24,3290,1,12,2,52.226814,20.987568,2026-07-22T16:37:11
2026-07-22T14:37:24,3291,24,2,2,52.226166,20.988018,2026-07-22T16:37:10
2026-07-22T14:37:24,3292,1,14,2,52.25593,20.985857,2026-07-22T16:37:06
2026-07-22T14:37:24,3294,26,7,2,52.25451,21.034344,2026-07-22T16:37:07
2026-07-22T14:37:24,3295,1,2,2,52.28254,21.032757,2026-07-22T16:37:09
2026-07-22T14:37:24,3501,2,3,2,52.303226,20.942963,2026-07-22T16:37:08
2026-07-22T14:37:24,3504,2,1,2,52.317165,20.96146,2026-07-22T16:37:08
2026-07-22T14:37:24,3506,17,015,2,52.214607,21.020971,2026-07-22T16:37:10
2026-07-22T14:37:24,3601,67,7,2,52.178616,21.050886,2026-07-22T16:37:12
2026-07-22T14:37:24,3604,17,018,2,52.26605,20.977322,2026-07-22T16:37:10
2026-07-22T14:37:24,3605,18,6,2,52.290497,21.002666,2026-07-22T16:37:11
2026-07-22T14:37:24,3608,18,10,2,52.185936,21.00074,2026-07-22T16:37:10
2026-07-22T14:37:24,3610,17,3,2,52.206326,21.001087,2026-07-22T16:37:10
2026-07-22T14:37:24,3615,79,3,2,52.242798,21.07475,2026-07-22T16:37:14
2026-07-22T14:37:24,3619,1,021,2,52.22556,20.996365,2026-07-22T16:37:12
2026-07-22T14:37:24,3621,73,4,2,52.18625,21.000704,2026-07-21T23:45:38
2026-07-22T14:37:24,3624,17,017,2,52.218838,21.018436,2026-07-22T16:37:10
2026-07-22T14:37:24,3626,20,2,2,52.274387,21.014137,2026-07-22T16:37:13
2026-07-22T14:37:24,3627,18,2,2,52.17859,21.001537,2026-07-22T16:37:10
2026-07-22T14:37:24,3629,1,9,2,52.29847,21.021948,2026-07-22T16:37:10
2026-07-22T14:37:24,3630,1,3,2,52.26118,21.01158,2026-07-22T16:37:12
2026-07-22T14:37:24,3632,20,6,2,52.3046,21.024511,2026-07-22T16:00:58
2026-07-22T14:37:24,3633,20,5,2,52.24672,20.90016,2026-07-22T16:37:14
2026-07-22T14:37:24,3634,20,012,2,52.237427,20.979628,2026-07-22T16:37:11
2026-07-22T14:37:24,3635,67,8,2,52.197872,21.038855,2026-07-22T16:37:11
2026-07-22T14:37:24,3637,11,012,2,52.206776,21.036343,2026-07-22T16:37:11
2026-07-22T14:37:24,3638,11,011,2,52.22111,21.004871,2026-07-22T16:37:14
2026-07-22T14:37:24,3639,24,1,2,52.225727,20.996223,2026-07-22T16:37:12
2026-07-22T14:37:24,3641,10,5,2,52.238724,20.900997,2026-07-22T16:37:09
2026-07-22T14:37:24,3642,24,3,2,52.242767,20.969282,2026-07-22T16:37:10
2026-07-22T14:37:24,3644,11,4,2,52.22343,20.929197,2026-07-22T16:37:08
2026-07-22T14:37:24,3645,22,08,2,52.23725,20.979898,2026-07-22T16:37:10
2026-07-22T14:37:24,3801,7,5,2,52.240395,21.112078,2026-07-22T16:37:10
2026-07-22T14:37:24,3802,27,5,2,52.22475,20.931324,2026-07-22T16:37:11
2026-07-22T14:37:24,3805,7,07,2,52.258183,21.059702,2026-07-22T16:37:13
2026-07-22T14:37:24,3806,22,4,2,52.24499,20.97717,2026-07-22T16:37:13
2026-07-22T14:37:24,3807,22,6,2,52.225388,20.995886,2026-07-22T16:37:13
2026-07-22T14:37:24,3808,27,4,2,52.224827,20.931047,2026-07-22T16:37:10
2026-07-22T14:37:24,3809,22,1,2,52.23242,20.97266,2026-07-22T16:37:08
2026-07-22T14:37:24,3810,27,3,2,52.234737,20.972055,2026-07-22T16:37:12
2026-07-22T14:37:24,3811,22,3,2,52.27115,20.943848,2026-07-22T16:37:12
2026-07-22T14:37:24,3813,22,5,2,52.22545,20.98861,2026-07-22T16:37:10
2026-07-22T14:37:24,3816,7,08,2,52.23822,21.118652,2026-07-22T16:37:14
2026-07-22T14:37:24,3818,27,07,2,52.25459,20.982067,2026-07-22T16:37:11
2026-07-22T14:37:24,3819,27,6,2,52.233044,20.962797,2026-07-22T16:37:10
2026-07-22T14:37:24,3820,27,1,2,52.27276,20.9719,2026-07-22T16:37:11
2026-07-22T14:37:24,3821,27,2,2,52.255108,20.982306,2026-07-22T16:37:10
2026-07-22T14:37:24,3822,22,07,2,52.26606,20.96546,2026-07-22T16:37:11
2026-07-22T14:37:24,3823,22,2,2,52.271366,20.943977,2026-07-22T16:37:08
2026-07-22T14:37:24,3825,7,4,2,52.24146,21.067698,2026-07-22T16:37:11
2026-07-22T14:37:24,3827,7,2,2,52.24989,21.043451,2026-07-22T16:37:13
2026-07-22T14:37:24,3828,7,6,2,52.24225,21.103355,2026-07-22T16:37:13
2026-07-22T14:37:24,3829,7,1,2,52.24123,21.067139,2026-07-22T16:37:09
2026-07-22T14:37:24,3830,7,3,2,52.250168,21.043882,2026-07-22T16:37:05
2026-07-22T14:37:24,4001,28,10,2,52.262028,20.92559,2026-07-22T16:37:10
2026-07-22T14:37:24,4002,6,9,2,52.257496,20.996513,2026-07-22T16:37:12
2026-07-22T14:37:24,4003,6,6,2,52.292774,20.929564,2026-07-22T16:37:10
2026-07-22T14:37:24,4006,28,013,2,52.27101,20.933867,2026-07-22T16:37:13
2026-07-22T14:37:24,4007,28,9,2,52.239037,20.905228,2026-07-22T16:37:11
2026-07-22T14:37:24,4008,6,1,2,52.24325,21.098759,2026-07-22T16:37:11
2026-07-22T14:37:24,4009,28,8,2,52.2387,20.900984,2026-07-22T16:37:10
2026-07-22T14:37:24,4010,6,8,2,52.278168,20.961426,2026-07-22T16:37:10
2026-07-22T14:37:24,4011,28,7,2,52.247513,20.911283,2026-07-22T16:37:12
2026-07-22T14:37:24,4013,6,7,2,52.29215,20.929874,2026-07-22T16:37:09
2026-07-22T14:37:24,4014,28,6,2,52.263844,20.973356,2026-07-22T16:37:11
2026-07-22T14:37:24,4015,6,5,2,52.276806,20.962643,2026-07-22T16:37:10
2026-07-22T14:37:24,4016,28,011,2,52.26819,20.957762,2026-07-22T16:37:13
2026-07-22T14:37:24,4017,6,013,2,52.301525,20.939419,2026-07-22T16:37:11
2026-07-22T14:37:24,4018,6,012,2,52.258015,20.99614,2026-07-22T16:37:10
2026-07-22T14:37:24,4019,28,1,2,52.254772,20.982792,2026-07-22T16:37:14
2026-07-22T14:37:24,4020,6,3,2,52.24752,21.04858,2026-07-22T16:37:10
2026-07-22T14:37:24,4101,73,011,2,52.216057,20.980883,2026-07-22T16:37:11
2026-07-22T14:37:24,4102,18,4,2,52.235504,21.008343,2026-07-22T16:37:10
2026-07-22T14:37:24,4103,4,11,2,52.18045,21.02235,2026-07-22T16:37:11
2026-07-22T14:37:24,4104,18,1,2,52.188744,21.002909,2026-07-22T16:37:11
2026-07-22T14:37:24,4105,18,7,2,52.282124,21.009394,2026-07-22T16:37:11
2026-07-22T14:37:24,4107,18,3,2,52.19021,21.024525,2026-07-22T16:37:12
2026-07-22T14:37:24,4109,4,5,2,52.3044,21.0279,2026-07-22T16:37:13
2026-07-22T14:37:24,4110,4,8,2,52.2217,21.016764,2026-07-22T16:37:11
2026-07-22T14:37:24,4111,4,9,2,52.177677,21.021357,2026-07-22T16:37:10
2026-07-22T14:37:24,4113,4,4,2,52.311123,21.013002,2026-07-22T16:37:12
2026-07-22T14:37:24,4114,4,2,2,52.24436,21.001568,2026-07-22T16:37:12
2026-07-22T14:37:24,4115,18,5,2,52.30684,21.02621,2026-07-22T16:37:13
2026-07-22T14:37:24,4116,4,10,2,52.16806,21.016,2026-07-22T16:37:11
2026-07-22T14:37:24,4201,76,4,2,52.260456,20.92509,2026-07-22T16:37:10
2026-07-22T14:37:24,4202,76,6,2,52.255928,20.982023,2026-07-22T16:37:12
2026-07-22T14:37:24,4203,2,6,2,52.299057,20.93511,2026-07-22T16:37:09
2026-07-22T14:37:24,4205,2,7,2,52.325768,20.940868,2026-07-22T16:37:13
2026-07-22T14:37:24,4206,10,7,2,52.220768,20.917753,2026-07-22T16:37:11
2026-07-22T14:37:24,4209,2,09,2,52.328762,20.941187,2026-07-22T16:37:11
2026-07-22T14:37:24,4210,2,5,2,52.332645,20.941723,2026-07-22T16:37:11
2026-07-22T14:37:24,4211,2,2,2,52.303646,20.944004,2026-07-22T16:37:10
2026-07-22T14:37:24,4212,2,8,2,52.292496,20.929787,2026-07-22T16:37:09
2026-07-22T14:37:24,4213,11,09,2,52.22849,20.915592,2026-07-22T16:37:11
2026-07-22T14:37:24,4214,16,9,2,52.185993,21.051365,2026-07-22T16:37:14
2026-07-22T14:37:24,4215,76,7,2,52.251163,20.986134,2026-07-22T16:37:08
2026-07-22T14:37:24,4216,76,5,2,52.2688,20.9326,2026-07-22T16:37:14
2026-07-22T14:37:24,4217,16,014,2,52.292007,20.930265,2026-07-22T16:37:10
2026-07-22T14:37:24,4218,11,3,2,52.22845,21.001522,2026-07-22T16:37:10
2026-07-22T14:37:24,4219,31,3,2,52.18864,21.00215,2026-07-22T16:37:11
2026-07-22T14:37:24,4220,11,1,2,52.20698,21.047989,2026-07-22T16:37:13
2026-07-22T14:37:24,4223,14,1,2,52.20149,21.035532,2026-07-22T16:37:11
2026-07-22T14:37:24,4224,11,5,2,52.24783,20.911123,2026-07-22T16:37:12
2026-07-22T14:37:24,4225,76,9,2,52.197037,21.039734,2026-07-22T16:37:13
2026-07-22T14:37:24,4226,14,5,2,52.214317,20.979353,2026-07-22T16:37:10
2026-07-22T14:37:24,4227,16,6,2,52.25241,20.984531,2026-07-22T16:37:12
2026-07-22T14:37:24,4229,16,5,2,52.268,20.958517,2026-07-22T16:37:11
2026-07-22T14:37:24,4230,11,010,2,52.22538,20.936325,2026-07-22T16:37:11
2026-07-22T14:37:24,4231,31,1,2,52.188873,21.007639,2026-07-22T16:37:14
2026-07-22T14:37:24,4234,14,7,2,52.219173,20.989359,2026-07-22T16:37:13
2026-07-22T14:37:24,4236,14,2,2,52.15731,21.076082,2026-07-22T16:37:09
2026-07-22T14:37:24,4237,11,08,2,52.260426,20.925125,2026-07-22T16:37:13
2026-07-22T14:37:24,4238,14,8,2,52.219593,21.01806,2026-07-22T16:37:12
2026-07-22T14:37:24,4240,76,013,2,52.249527,20.998728,2026-07-22T16:37:11
2026-07-22T14:37:24,4241,14,010,2,52.220253,21.0033,2026-07-22T16:37:11
2026-07-22T14:37:24,4243,11,014,2,52.260143,20.924854,2026-07-22T16:37:13
2026-07-22T14:37:24,4244,76,015,2,52.26015,20.924635,2026-07-22T16:37:12
2026-07-22T14:37:24,4245,14,3,2,52.18847,21.048689,2026-07-22T16:37:08
2026-07-22T14:37:24,4247,14,4,2,52.2113,21.0231,2026-07-22T16:37:09
2026-07-22T14:37:24,4248,16,7,2,52.25281,20.998041,2026-07-22T16:37:13
2026-07-22T14:37:24,4249,16,013,2,52.25184,20.988277,2026-07-22T16:37:13
2026-07-22T14:37:24,4250,11,7,2,52.20929,21.025894,2026-07-22T16:37:12
2026-07-22T14:37:24,4251,16,016,2,52.1571,21.0765,2026-07-22T16:37:14
